0.00134,0.001,5
0.00134,0.00154,7.6
0.00134,0.00312,15.5
0.00134,0.00402,20
0.003,0.001,7
0.003,0.00154,11
0.003,0.00312,23
0.003,0.00402,31
0.01,0.001,21
0.01,0.00154,34
0.01,0.00312,70
0.01,0.00402,96
